frame,id,cx,cy,height,jersey_color
65,22,589,429,74,42
65,3,896,255,67,41
65,18,549,214,70,40
65,2,482,211,64,39
65,16,699,274,74,42
65,5,123,326,86,40
65,7,864,139,48,41
65,69,696,94,42,32
65,8,1122,191,49,41
65,10,849,287,74,41
65,59,703,148,54,42
65,10,849,287,76,41
65,39,680,440,16,41
66,11,1077,357,87,42
66,6,986,429,92,40
66,68,344,450,100,41
66,3,888,257,66,41
66,1,639,411,71,42
66,16,691,276,76,42
66,7,858,140,47,42
66,18,541,215,71,40
66,5,116,327,85,40
66,70,360,516,80,42
66,59,695,149,54,40
66,8,1123,192,46,42
66,10,844,287,75,41
66,2,474,212,64,42
66,1,594,425,70,42
66,39,685,438,15,42
66,69,689,94,42,32
66,1,585,427,75,42
66,58,380,485,63,60
66,10,845,287,73,41
66,71,691,276,76,60
67,11,1069,360,86,42
67,6,986,429,92,40
67,32,640,411,74,42
67,68,333,450,100,41
67,3,881,258,66,41
67,57,358,511,87,42
67,16,683,277,75,42
67,18,533,215,71,41
67,7,851,142,46,41
67,2,465,212,64,42
67,5,109,328,87,41
67,8,1121,193,46,42
67,1,584,426,74,42
67,39,689,437,15,42
67,10,839,288,76,34
67,59,689,150,56,41
67,69,682,94,43,32
67,58,377,482,58,60
68,1,585,424,72,42
68,11,1062,362,85,42
68,57,358,504,102,42
68,6,984,429,92,40
68,68,324,449,101,41
68,3,873,258,65,41
68,10,833,288,75,34
68,32,644,410,75,41
68,7,844,142,45,41
68,18,525,216,69,40
68,5,101,329,86,41
68,8,1118,192,45,42
68,2,457,213,64,42
68,59,682,151,55,40
68,16,675,278,73,42
68,69,675,95,43,32
68,72,692,437,12,42
68,73,1209,105,47,39
68,71,675,279,72,60
69,1,588,424,72,42
69,11,1055,364,85,42
69,6,982,428,91,40
69,68,315,446,95,41
69,57,357,503,103,42
69,10,827,289,75,40
69,32,645,410,77,40
69,7,838,143,44,42
69,3,865,260,66,41
69,8,1113,194,48,42
69,18,516,218,70,40
69,5,93,330,86,40
69,16,666,280,72,42
69,2,448,214,64,37
69,59,675,152,54,41
69,69,667,96,44,32
69,39,695,435,13,42
70,11,1050,366,86,42
70,10,821,290,75,41
70,68,306,446,94,41
70,3,858,261,64,42
70,1,589,423,72,42
70,32,645,410,83,41
70,6,977,429,92,40
70,57,355,504,105,42
70,16,658,282,72,41
70,18,507,218,71,40
70,5,83,330,86,42
70,7,831,143,45,42
70,2,439,214,64,36
70,8,1109,195,50,42
70,69,660,96,42,32
70,59,668,153,54,40
70,39,697,434,14,41
70,73,1194,106,48,38
71,11,1046,366,85,42
71,6,973,429,92,41
71,68,296,446,97,41
71,32,645,406,80,41
71,57,349,506,105,42
71,10,815,291,75,41
71,1,587,421,73,42
71,5,73,330,87,40
71,7,824,145,47,41
71,18,497,219,71,40
71,3,851,262,65,41
71,59,660,152,53,38
71,2,429,214,65,36
71,16,648,282,72,41
71,69,651,96,44,32
71,8,1106,193,45,41
71,39,697,433,14,42
72,11,1041,367,86,42
72,6,972,429,91,40
72,68,287,446,98,41
72,10,808,292,74,41
72,32,647,402,76,42
72,3,842,264,64,41
72,18,489,219,70,40
72,74,592,413,58,42
72,5,63,332,87,40
72,8,1103,197,48,42
72,7,817,146,48,42
72,2,418,214,65,39
72,57,343,507,105,42
72,16,640,282,72,41
72,69,642,95,43,31
72,59,653,153,54,40
72,39,698,432,13,41
73,11,1036,368,84,42
73,57,336,509,105,42
73,68,279,445,101,40
73,10,801,293,74,41
73,32,651,403,81,41
73,5,54,333,88,40
73,1,588,417,69,42
73,59,645,153,55,40
73,3,835,265,60,41
73,7,810,146,46,42
73,2,408,215,64,39
73,16,630,283,74,41
73,18,479,220,71,40
73,8,1106,198,48,42
73,6,977,430,90,41
73,69,634,96,43,31
73,39,697,431,14,41
73,6,969,424,79,41
74,11,1031,369,84,42
74,68,270,445,100,41
74,1,579,420,73,42
74,57,328,511,104,42
74,5,44,334,87,42
74,32,653,402,83,42
74,7,803,147,47,42
74,18,469,221,72,41
74,3,826,267,60,41
74,2,398,215,65,36
74,8,1098,198,47,42
74,16,621,284,75,34
74,6,977,430,89,42
74,69,626,96,43,31
74,59,636,154,54,40
74,39,697,430,15,41
74,3,793,294,74,41
74,3,793,294,74,41
74,75,968,414,58,60
75,11,1028,369,83,42
75,6,971,429,92,40
75,1,578,421,72,42
75,8,1095,198,47,42
75,32,647,402,85,42
75,68,261,440,101,41
75,57,321,511,105,42
75,5,35,335,87,40
75,2,387,215,65,37
75,59,628,153,55,37
75,76,818,268,58,41
75,16,612,286,78,41
75,18,459,221,72,42
75,7,797,147,47,42
75,69,616,97,42,31
75,3,786,294,75,41
75,39,695,429,14,41
75,3,786,295,74,41
76,68,253,440,96,41
76,11,1025,370,83,42
76,32,646,400,84,42
76,57,314,513,104,42
76,6,966,429,94,40
76,1,579,421,70,42
76,8,1090,197,47,42
76,76,810,269,59,41
76,5,26,337,88,40
76,59,620,154,54,40
76,2,377,215,65,27
76,7,790,148,48,42
76,18,449,221,71,42
76,16,603,287,75,40
76,69,607,96,43,31
76,39,694,429,14,41
76,3,777,294,75,41
76,3,777,294,75,41
77,57,308,514,104,42
77,11,1019,370,84,42
77,6,959,428,95,40
77,5,18,337,87,40
77,32,647,396,81,41
77,68,245,439,94,40
77,10,803,270,60,41
77,1,578,421,71,42
77,8,1085,197,48,42
77,16,593,289,76,40
77,18,438,222,72,42
77,7,783,148,48,42
77,59,611,153,55,40
77,2,366,216,66,37
77,69,597,96,43,31
77,3,771,294,75,41
77,39,693,428,15,41
77,3,770,295,74,41
78,6,956,428,96,42
78,11,1013,370,85,42
78,68,236,441,92,40
78,3,795,270,61,41
78,8,1082,198,50,42
78,32,651,396,82,41
78,16,583,290,75,42
78,5,14,338,87,40
78,2,356,216,66,36
78,57,301,520,89,42
78,1,573,422,72,42
78,59,603,154,54,37
78,7,776,148,48,42
78,18,428,222,73,42
78,3,763,295,74,41
78,69,588,98,42,31
78,77,1273,343,81,39
78,39,690,427,14,41
78,78,316,495,62,42
79,11,1010,372,89,42
79,6,952,428,95,40
79,3,789,271,62,41
79,68,230,442,93,40
79,1,573,420,71,42
79,57,299,514,100,42
79,32,651,396,82,39
79,16,574,291,74,42
79,2,345,217,66,37
79,8,1079,198,51,42
79,77,1267,344,75,39
79,59,595,154,54,40
79,7,769,149,50,42
79,18,417,223,72,41
79,3,757,294,75,41
79,69,579,97,43,31
79,5,9,341,90,40
79,5,5,337,96,40
79,79,1114,109,41,38
80,11,1008,374,91,42
80,32,649,396,84,39
80,68,222,442,93,40
80,6,949,428,95,40
80,57,296,515,102,42
80,3,782,271,63,41
80,16,566,291,75,41
80,77,1260,346,76,39
80,18,406,223,73,42
80,59,587,154,55,42
80,2,335,217,66,37
80,7,762,150,50,42
80,3,751,294,75,41
80,8,1077,199,53,42
80,69,571,96,43,31
80,74,584,411,54,42
80,74,594,431,45,41
80,80,4,352,71,40
80,1,575,418,69,42
80,39,685,426,16,41
81,68,215,442,96,40
81,11,1008,376,89,40
81,6,945,427,96,42
81,32,653,391,76,39
81,57,294,515,105,42
81,3,778,273,63,41
81,77,1251,347,76,39
81,2,325,217,66,37
81,7,755,150,48,42
81,16,558,292,77,41
81,59,579,155,54,42
81,18,395,224,71,42
81,1,576,420,70,42
81,3,744,294,77,41
81,69,563,96,43,31
81,8,1076,198,49,42
81,39,683,426,16,41
82,68,206,441,99,41
82,11,1006,377,87,40
82,6,941,426,96,40
82,57,288,515,108,42
82,77,1240,348,75,39
82,7,749,151,46,42
82,16,551,294,79,42
82,10,772,273,61,41
82,32,659,390,74,41
82,8,1076,199,51,42
82,2,315,217,67,38
82,1,578,420,68,41
82,59,569,155,54,42
82,18,384,225,72,42
82,3,737,295,76,41
82,69,553,96,43,31
82,1,588,421,70,40
83,11,1002,379,88,40
83,68,198,438,99,40
83,57,280,514,109,42
83,6,939,426,98,40
83,77,1230,349,76,39
83,7,741,151,47,40
83,8,1071,197,53,42
83,16,541,295,80,42
83,3,768,274,62,41
83,18,374,225,74,42
83,2,304,217,66,37
83,59,560,155,55,36
83,32,656,391,77,39
83,1,581,420,69,41
83,81,730,296,78,41
83,69,545,97,42,31
84,11,997,379,85,40
84,68,191,436,96,40
84,32,655,392,76,41
84,57,274,515,113,42
84,3,762,274,61,41
84,2,294,217,67,37
84,77,1220,350,76,40
84,6,935,426,98,41
84,16,532,296,79,41
84,59,551,155,55,40
84,7,734,150,47,42
84,8,1067,197,54,42
84,3,721,296,76,40
84,1,586,421,73,40
84,18,364,226,74,42
84,69,535,97,43,31
85,57,267,514,113,42
85,32,651,391,79,39
85,11,992,380,88,42
85,68,183,435,96,40
85,8,1063,198,58,42
85,7,726,152,50,42
85,77,1210,351,76,39
85,6,932,425,97,40
85,59,542,156,55,41
85,1,583,420,76,40
85,3,714,296,77,41
85,2,284,217,67,37
85,16,523,297,79,41
85,18,354,227,74,42
85,3,755,274,62,41
85,69,526,97,42,31
85,82,1130,125,14,38
86,11,989,383,90,42
86,57,261,515,112,42
86,32,653,389,78,41
86,3,750,275,62,41
86,68,176,435,95,40
86,59,533,156,55,40
86,6,931,426,94,40
86,3,706,297,77,40
86,1,580,418,76,40
86,77,1199,351,75,39
86,7,718,153,52,42
86,8,1060,198,59,42
86,18,343,227,75,41
86,16,513,298,79,42
86,2,273,217,67,37
86,69,516,96,42,31
87,11,987,383,92,42
87,57,256,515,109,42
87,6,929,426,94,40
87,32,650,386,74,41
87,68,169,436,95,40
87,3,698,297,77,41
87,59,523,156,55,40
87,7,710,153,53,42
87,77,1189,352,75,39
87,2,263,217,67,37
87,3,743,276,64,41
87,18,332,227,75,41
87,8,1058,199,59,42
87,16,503,299,77,41
87,1,582,418,78,40
87,39,683,418,14,41
87,69,506,95,43,30
88,57,250,517,108,42
88,11,986,382,91,42
88,6,925,427,93,40
88,1,584,419,81,40
88,32,653,386,76,41
88,3,738,277,65,41
88,59,514,156,55,42
88,77,1179,352,73,38
88,7,704,153,51,43
88,68,163,437,92,40
88,2,250,218,68,37
88,81,690,298,76,41
88,18,320,228,74,41
88,16,494,299,79,41
88,8,1058,200,60,42
88,39,691,417,12,41
88,69,497,96,43,31
88,8,1061,199,51,42
89,57,247,517,108,42
89,68,153,437,97,40
89,6,920,425,94,42
89,81,680,299,76,41
89,59,504,156,55,40
89,16,484,298,79,40
89,7,696,154,50,42
89,18,308,228,75,41
89,32,658,387,76,39
89,2,237,217,67,35
89,77,1167,351,66,38
89,11,988,382,90,43
89,3,733,279,64,41
89,8,1052,200,57,42
89,39,697,416,13,41
89,1,595,419,81,41
89,1,585,419,80,40
89,11,984,391,76,40
89,83,978,405,47,40
89,69,486,96,42,31
90,6,911,423,97,42
90,68,142,438,96,40
90,57,242,518,110,42
90,16,473,298,79,40
90,18,296,228,77,41
90,59,492,156,57,42
90,7,689,154,49,42
90,8,1049,201,56,42
90,1,588,420,82,41
90,11,987,374,75,42
90,2,225,217,67,35
90,83,980,405,48,41
90,77,1155,353,70,38
90,32,658,387,76,41
90,3,729,279,60,41
90,69,473,95,43,31
90,81,669,300,76,41
90,81,669,300,76,41
90,39,702,416,15,41
91,6,906,420,95,42
91,57,233,518,111,42
91,68,132,437,99,40
91,32,656,385,81,40
91,7,681,154,50,42
91,8,1041,199,55,42
91,18,282,228,77,42
91,3,723,281,62,41
91,59,482,156,57,42
91,2,212,217,67,37
91,1,589,420,82,41
91,77,1144,353,71,39
91,16,462,298,80,40
91,11,983,370,63,41
91,11,978,405,56,41
91,39,707,415,13,40
91,81,658,299,74,41
91,69,464,95,44,32
92,68,121,436,100,40
92,6,899,418,93,42
92,1,585,419,85,40
92,77,1132,354,70,39
92,7,672,154,50,42
92,8,1034,198,54,42
92,32,656,380,74,40
92,18,268,228,76,41
92,59,472,156,57,41
92,2,199,218,68,37
92,57,227,516,111,42
92,39,710,413,13,41
92,11,979,372,63,40
92,81,647,300,74,41
92,69,452,95,45,31
92,16,450,298,80,38
92,83,975,411,48,41
92,84,713,287,47,41
92,85,450,298,80,60
92,3,716,274,55,41
92,81,648,300,74,41
92,86,209,555,38,42
93,68,112,434,101,40
93,1,582,418,84,41
93,57,213,517,116,42
93,6,892,417,93,41
93,8,1028,199,57,42
93,7,662,153,51,42
93,32,655,377,71,40
93,59,461,157,56,40
93,77,1120,354,69,38
93,18,254,229,76,41
93,16,439,299,81,40
93,87,974,389,94,39
93,2,185,218,68,36
93,88,438,95,45,176
93,3,707,288,46,41
93,39,712,412,16,41
93,81,638,300,73,41
93,89,708,277,60,41
93,81,638,300,72,41
93,90,1274,238,58,41
94,68,102,433,99,40
94,57,204,517,116,42
94,87,969,389,94,42
94,1,578,418,85,41
94,6,884,417,92,42
94,7,653,154,52,42
94,16,427,300,80,42
94,8,1021,199,59,42
94,18,241,229,77,42
94,59,451,156,56,39
94,77,1107,353,67,38
94,32,654,379,74,41
94,2,172,217,69,35
94,81,629,301,73,41
94,39,715,411,13,41
94,84,708,276,58,41
94,3,691,284,52,41
94,88,427,95,46,176
94,81,629,301,72,41
94,3,701,278,62,41
94,90,1274,230,65,41
95,57,197,518,114,42
95,6,867,415,93,42
95,68,93,432,96,40
95,87,964,389,95,40
95,16,414,300,81,42
95,7,643,154,53,42
95,18,227,229,76,42
95,8,1014,199,57,42
95,77,1096,354,69,39
95,81,622,301,73,41
95,59,439,156,57,40
95,3,701,278,64,41
95,32,657,378,75,40
95,2,159,218,68,37
95,1,580,418,87,41
95,69,417,94,45,30
95,90,1270,244,54,42
95,39,718,411,13,40
95,81,622,301,72,41
95,1,593,423,84,40
95,91,196,535,80,42
96,68,85,432,95,40
96,6,859,412,90,42
96,57,187,517,113,42
96,87,960,388,99,40
96,1,580,419,89,41
96,7,635,154,53,42
96,77,1084,353,69,40
96,18,213,230,78,42
96,16,401,300,80,40
