frame,id,cx,cy,height,jersey_color
252,166,738,411,13,42
252,194,1082,210,81,60
253,87,718,374,96,41
253,172,750,324,78,41
253,190,1080,213,80,36
253,177,607,330,97,42
253,137,493,264,80,41
253,8,146,238,75,43
253,210,444,263,47,41
253,210,444,233,56,41
253,186,412,311,63,41
253,153,412,288,63,60
253,211,1116,178,52,60
254,172,750,325,77,41
254,177,608,331,98,42
254,87,718,374,99,42
254,8,145,238,74,43
254,6,413,301,85,42
254,190,1077,216,77,36
254,208,442,247,86,41
254,90,507,271,68,41
254,90,500,258,67,41
254,90,491,259,67,41
255,177,607,331,99,42
255,8,144,240,76,43
255,87,718,373,100,42
255,172,749,327,79,41
255,6,413,303,88,42
255,208,440,241,73,40
255,190,1074,219,76,38
255,94,504,285,44,43
255,176,503,261,71,60
255,212,806,136,21,39
256,177,604,325,88,41
256,87,717,371,99,42
256,6,417,300,93,42
256,8,146,238,73,43
256,172,749,329,79,41
256,208,438,241,72,42
256,190,1069,222,75,36
256,90,500,279,57,42
256,193,503,255,56,60
256,202,754,333,72,60
256,213,798,138,30,40
257,172,750,331,79,41
257,87,715,369,97,42
257,8,160,240,75,43
257,137,501,267,83,41
257,208,435,241,68,40
257,214,610,313,61,173
257,215,605,346,49,40
257,186,432,292,70,38
257,207,440,320,43,38
257,190,1066,226,70,38
257,6,420,297,75,42
257,216,1060,217,61,60
257,194,1068,226,69,60
258,87,711,369,96,42
258,177,605,329,91,41
258,8,159,244,76,42
258,6,442,300,91,41
258,137,500,266,84,42
258,217,431,238,62,60
258,185,750,323,59,41
258,6,429,300,89,42
258,190,1061,226,75,36
258,194,1061,226,74,60
258,212,785,138,21,38
259,177,604,331,90,41
259,87,710,371,99,42
259,186,430,246,79,40
259,8,154,246,76,42
259,6,449,303,87,41
259,137,497,271,79,41
259,190,1057,229,70,36
259,185,750,323,59,41
259,176,503,261,77,60
259,194,1056,228,72,60
259,202,753,342,61,60
260,177,602,330,91,41
260,137,501,264,83,42
260,190,1051,229,73,36
260,87,707,372,98,42
260,186,428,249,84,41
260,8,160,247,76,42
260,172,749,331,75,42
260,190,1052,229,72,36
260,6,451,306,90,42
260,218,1074,194,38,60
260,202,753,340,66,60
260,219,1084,172,35,168
261,137,502,265,83,40
261,8,159,248,77,42
261,186,424,248,83,41
261,177,603,329,90,41
261,6,457,308,90,42
261,190,1046,231,72,36
261,87,707,371,95,42
261,172,750,326,63,42
261,190,1046,231,71,36
261,202,751,341,63,60
262,186,421,249,83,41
262,177,604,325,81,41
262,6,456,309,90,42
262,87,703,374,88,42
262,190,1041,232,73,36
262,137,505,268,85,42
262,8,160,248,76,42
262,172,750,331,70,42
262,190,1041,233,71,36
263,186,419,249,81,41
263,137,504,270,84,42
263,6,460,310,94,43
263,8,161,248,76,42
263,172,750,332,72,42
263,87,703,377,88,42
263,190,1036,236,68,36
263,177,610,328,81,41
263,194,1036,234,71,60
263,204,619,323,73,60
264,6,464,308,89,42
264,186,416,251,81,41
264,172,750,335,76,42
264,177,616,328,81,41
264,190,1030,236,71,36
264,87,700,379,88,42
264,137,512,271,85,42
264,8,167,248,75,41
264,220,177,249,76,60
264,190,1030,237,70,36
265,172,750,336,75,42
265,6,470,304,81,42
265,87,697,380,86,42
265,186,414,253,82,41
265,177,618,332,79,41
265,137,515,266,74,42
265,190,1024,237,73,36
265,8,179,251,76,42
265,190,1024,237,73,36
265,176,511,272,86,60
266,87,696,380,87,42
266,172,750,340,78,41
266,177,617,333,85,41
266,8,181,253,75,42
266,186,413,254,84,40
266,137,517,267,76,42
266,90,485,297,61,40
266,190,1018,239,74,36
266,212,737,150,18,39
266,218,1047,193,45,60
266,216,1043,197,50,60
266,221,634,308,43,60
267,87,694,380,86,42
267,177,621,329,82,41
267,190,1012,241,74,36
267,186,411,255,86,40
267,8,180,256,76,42
267,6,489,314,91,42
267,137,519,273,84,39
267,172,750,338,68,42
267,172,755,346,67,41
267,172,761,349,62,41
267,212,732,152,21,41
268,87,695,379,87,42
268,172,752,344,74,41
268,137,522,274,82,42
268,186,409,256,84,42
268,177,626,328,75,41
268,6,499,315,90,42
268,190,1008,243,74,36
268,8,182,263,66,43
268,220,185,250,65,60
268,204,637,325,77,60
268,194,1007,243,73,60
268,212,726,152,21,38
269,87,691,378,85,42
269,186,407,255,83,41
269,6,527,274,79,42
269,8,190,247,61,42
269,172,758,347,72,42
269,190,1003,244,73,36
269,212,721,153,20,41
269,177,634,338,61,41
269,6,500,316,91,42
269,221,651,309,47,60
269,172,746,345,68,41
269,90,504,325,72,42
269,204,632,330,79,60
270,87,687,378,85,42
270,172,759,350,70,42
270,186,406,255,83,42
270,190,998,245,73,36
270,6,530,277,81,42
270,6,505,315,89,42
270,8,196,253,72,42
270,177,652,322,70,40
270,212,717,154,20,38
270,222,638,352,39,39
270,194,998,245,73,60
270,94,506,334,51,42
271,87,682,377,85,41
271,172,760,351,67,41
271,190,994,247,74,36
271,8,203,256,76,42
271,6,514,316,88,42
271,177,649,329,87,40
271,186,405,255,83,42
271,176,532,277,76,60
271,194,993,248,72,60
272,87,678,375,86,41
272,172,757,353,62,41
272,8,211,257,76,42
272,6,527,319,80,41
272,186,408,256,84,42
272,193,536,267,58,60
272,190,989,248,73,36
272,87,648,338,69,40
272,194,989,249,71,60
272,176,523,308,69,60
272,177,655,328,88,40
272,221,667,311,54,60
272,212,709,155,21,38
273,6,542,317,84,41
273,176,541,269,63,60
273,172,754,354,59,41
273,177,671,370,90,39
273,8,214,258,77,42
273,186,409,257,86,42
273,190,986,250,72,36
273,204,677,319,73,60
273,204,671,326,86,60
273,172,743,355,60,41
273,194,986,250,71,60
273,191,648,347,45,40
273,87,659,336,72,40
273,212,705,156,21,38
273,223,647,399,13,42
274,6,553,320,82,41
274,190,981,251,71,40
274,8,219,261,78,43
274,186,410,257,86,42
274,87,667,370,87,40
274,172,753,354,59,41
274,176,546,271,64,60
274,204,684,323,83,60
275,186,410,256,85,42
275,190,977,252,70,38
275,87,661,371,88,40
275,8,223,261,79,43
275,224,550,270,63,42
275,172,752,353,60,40
275,6,560,326,80,41
275,225,689,321,76,42
275,226,6,364,69,41
275,227,550,323,78,60
275,223,634,396,13,41
275,172,740,352,59,40
276,87,657,369,89,40
276,190,974,252,71,38
276,186,412,256,83,41
276,225,697,319,72,41
276,8,227,261,81,42
276,172,749,352,64,43
276,224,556,274,64,41
276,6,563,329,76,40
276,110,11,350,92,42
276,223,628,395,15,42
277,190,972,253,71,38
277,87,652,367,91,40
277,186,415,256,80,42
277,8,234,260,78,42
277,172,751,350,69,43
277,110,16,351,92,42
277,225,706,321,74,42
277,228,565,316,50,40
277,176,563,276,64,60
277,229,586,351,36,41
278,190,972,254,73,38
278,87,648,363,85,39
278,110,18,354,96,41
278,186,415,256,77,42
278,8,241,259,77,42
278,172,749,348,75,43
278,6,586,330,76,41
278,224,569,277,64,42
278,172,715,324,83,40
278,227,573,327,69,60
278,223,619,394,15,41
279,190,973,255,73,40
279,186,422,259,79,43
279,87,647,364,89,39
279,8,252,259,75,42
279,110,19,357,96,40
279,172,745,348,78,43
279,224,577,278,60,41
279,6,591,329,77,41
279,230,735,306,44,60
279,227,581,324,67,60
279,223,616,393,15,41
280,186,425,261,77,42
280,87,646,365,88,40
280,8,262,261,77,42
280,110,24,356,97,42
280,190,973,255,75,38
280,185,745,314,61,42
280,6,587,286,69,42
280,172,726,346,85,40
280,6,598,330,74,39
280,172,742,345,85,40
280,172,750,342,92,43
281,87,644,365,90,40
281,110,36,357,99,42
281,8,272,264,79,42
281,186,428,263,76,40
281,190,974,256,78,40
281,185,757,318,71,38
281,231,756,332,99,60
281,172,730,345,81,42
281,224,588,282,54,43
281,232,5,456,73,40
281,224,596,284,58,42
281,6,603,332,67,39
281,233,599,301,50,60
281,212,696,163,20,40
282,110,41,355,101,42
282,87,639,363,85,40
282,172,773,321,81,42
282,8,284,265,76,43
282,185,738,354,60,40
282,186,428,263,78,42
282,232,8,438,90,41
282,190,974,258,75,40
282,6,598,285,54,42
282,234,600,297,79,42
282,235,716,327,46,42
282,202,720,334,60,60
282,212,696,164,20,41
282,233,604,322,47,60
283,110,46,354,99,42
283,172,785,327,87,43
283,87,632,362,84,40
283,8,289,266,76,42
283,232,11,434,96,41
283,186,429,256,64,40
283,6,603,287,55,42
283,225,717,346,84,42
283,186,432,273,60,41
283,190,974,259,73,40
283,204,727,347,77,60
283,234,608,305,76,42
283,233,609,320,43,60
283,234,608,297,74,42
283,212,697,164,19,40
284,110,56,352,95,41
284,232,14,434,100,41
284,172,795,330,88,42
284,8,297,265,74,42
284,208,435,264,80,41
284,177,714,346,85,42
284,87,632,361,88,40
284,6,611,286,48,42
284,177,726,347,81,42
284,190,973,258,77,40
284,212,697,165,20,36
285,110,67,353,96,42
285,232,19,437,109,41
285,8,305,267,77,42
285,172,803,330,89,42
285,177,713,347,86,42
285,208,437,264,80,42
285,224,610,295,63,42
285,87,618,361,94,40
285,190,972,261,74,40
285,212,697,166,21,41
285,236,645,341,63,41
285,236,636,341,66,41
286,232,27,439,111,42
286,110,75,355,95,42
286,177,710,348,88,42
286,8,316,269,79,43
286,172,812,330,91,42
286,208,436,264,80,42
286,87,614,362,92,40
286,224,612,293,61,42
286,236,641,341,70,41
286,212,698,167,21,36
286,190,970,253,62,36
286,223,599,394,16,41
286,237,966,246,54,60
287,232,35,438,107,42
287,8,327,270,76,42
287,172,826,331,93,42
287,87,610,360,91,40
287,186,437,267,73,41
287,238,84,370,72,40
287,239,82,357,95,60
287,185,702,330,51,41
287,191,646,352,51,40
287,212,698,168,21,41
287,240,79,347,74,60
287,190,970,258,72,37
287,185,703,367,50,42
287,207,439,280,50,41
287,6,613,289,52,42
287,241,624,355,74,60
287,185,709,366,51,42
287,227,615,298,70,60
288,232,44,441,106,42
288,8,336,272,75,41
288,172,840,331,93,42
288,87,605,355,87,42
288,110,93,360,98,42
288,177,705,349,88,42
288,207,440,281,46,38
288,87,647,344,74,40
288,153,433,262,78,60
288,212,700,169,21,41
288,227,615,298,71,60
288,153,438,267,74,60
288,190,970,266,69,40
288,237,970,250,56,60
288,242,641,328,105,42
288,194,971,267,62,60
289,172,853,331,90,43
289,87,600,353,87,40
289,110,103,360,100,39
289,8,344,275,76,41
289,232,49,443,106,42
289,186,439,263,81,42
289,224,619,298,76,42
289,177,697,346,84,43
289,177,653,343,73,41
289,212,700,170,22,41
289,190,972,271,64,40
289,194,972,268,70,60
289,185,698,371,48,43
289,207,439,275,57,41
290,172,864,332,88,43
290,8,351,277,74,42
290,232,61,444,108,42
290,87,591,355,90,42
290,110,112,359,101,42
290,224,622,298,75,42
290,186,439,263,81,42
290,190,972,266,78,40
290,225,694,348,93,42
290,177,696,364,64,42
290,177,658,344,73,41
290,177,667,345,80,41
290,194,973,266,78,60
291,172,874,334,91,42
291,110,119,357,103,42
291,8,359,277,74,43
291,232,71,444,109,42
291,87,585,355,92,42
291,186,441,263,82,42
291,224,623,296,79,41
291,177,692,349,96,42
291,190,971,267,77,40
291,241,660,342,73,60
292,172,880,336,91,43
292,87,582,354,93,42
292,110,128,358,100,42
292,8,369,278,76,42
292,186,443,263,82,42
292,224,625,296,78,41
292,232,78,443,110,42
292,243,78,472,54,41
292,190,974,269,76,38
292,191,688,367,60,42
292,202,690,334,66,60
292,202,659,337,62,60
292,202,684,332,63,60
292,212,705,172,21,41
292,202,682,360,67,60
293,172,888,337,91,43
293,232,84,444,114,42
293,87,579,353,88,42
293,110,136,357,91,42
293,224,626,296,76,42
293,8,380,278,80,43
293,190,973,270,77,38
293,186,445,265,82,42
293,191,682,364,63,42
293,202,660,335,60,60
293,202,686,338,73,60
293,212,707,172,21,40
293,202,685,353,83,60
293,221,685,332,60,60
294,232,96,441,109,42
294,172,899,337,93,43
294,110,147,355,90,42
294,87,575,353,89,41
294,8,392,277,81,43
294,224,628,295,75,41
294,186,450,266,80,42
294,190,975,272,76,38
294,191,662,336,65,41
294,221,683,364,56,60
294,202,686,338,71,60
294,202,668,337,65,60
294,212,710,174,22,41
295,172,910,338,92,42
295,232,106,442,107,42
295,186,452,267,77,42
295,87,576,353,88,42
295,224,632,296,74,41
295,8,401,278,82,44
295,110,156,359,96,41
295,185,686,363,59,43
295,244,157,373,67,41
295,190,978,272,76,38
295,202,689,340,75,60
295,221,680,329,55,60
295,221,666,329,51,60
295,185,658,329,49,41
296,232,114,444,107,42
296,172,920,339,90,43
296,87,575,354,94,42
296,178,454,268,75,42
296,191,633,296,70,41
296,8,410,278,79,43
296,236,684,362,63,41
296,202,690,341,77,60
296,244,171,376,64,38
296,245,168,347,69,60
296,190,981,272,77,38
296,233,658,324,38,60
296,202,684,336,68,60
296,212,716,175,20,41
296,205,410,290,57,43
296,245,163,354,82,60
296,245,165,363,81,60
296,221,681,328,53,60
297,232,121,446,107,42
297,87,570,352,92,41
297,8,457,269,72,42
297,172,928,342,84,43
297,110,177,361,99,42
297,191,632,296,69,41
297,246,694,336,65,104
297,190,984,271,80,38
297,236,682,361,63,41
297,8,412,270,58,43
297,185,688,366,55,42
297,8,422,293,53,43
297,212,718,176,20,41
297,202,678,328,55,60
297,233,668,324,39,60
297,8,408,268,53,43
298,232,133,447,109,42
298,110,192,361,101,43
298,87,565,350,90,42
298,172,935,340,87,43
298,178,457,269,73,42
298,178,422,283,78,43
298,191,632,297,73,38
298,246,693,334,65,103
298,185,680,359,64,41
298,190,988,270,79,38
298,247,693,373,46,43
298,194,988,270,79,60
298,233,663,324,40,60
298,202,676,327,54,60
298,212,722,176,20,41
298,248,658,313,53,43
298,202,681,328,56,60
299,87,562,349,89,42
299,178,459,270,76,42
299,172,947,342,92,43
299,110,200,361,102,43
299,191,634,298,72,40
299,232,145,446,109,42
299,178,429,287,78,43
299,248,662,329,49,35
299,185,681,358,69,41
299,204,695,344,89,60
299,190,991,269,79,36
299,249,144,475,54,42
299,194,991,269,79,60
299,202,677,332,65,60
299,202,698,366,58,60
299,202,686,368,54,60
300,87,561,349,89,42
300,172,956,339,99,42
300,232,154,445,115,42
300,110,211,359,102,43
300,191,633,299,72,41
300,178,459,269,78,42
300,222,663,328,47,34
300,178,448,289,76,42
300,235,697,369,46,43
300,190,995,269,79,36
300,178,440,288,75,43
300,204,694,338,81,60
300,202,683,360,60,60
300,194,994,269,79,60
300,202,689,364,52,60
300,202,685,355,59,60
301,110,221,355,100,41
301,87,560,348,88,42
301,232,165,445,114,42
301,172,963,337,101,43
301,177,699,340,85,44
301,202,693,362,55,60
301,178,456,293,70,42
301,222,667,324,38,34
301,6,629,288,48,41
301,153,449,267,77,60
301,153,455,270,82,60
301,186,462,275,90,42
301,6,635,314,43,41
301,190,999,271,81,36
301,191,633,297,64,41
301,194,999,271,80,60
302,232,176,444,113,42
302,186,460,279,100,42
302,87,558,346,90,41
302,110,231,355,97,42
302,172,970,337,106,44
302,191,633,299,67,42
302,177,702,340,86,44
302,233,680,343,38,60
302,190,1004,269,77,36
302,235,698,367,47,44
302,191,641,301,70,42
302,226,4,353,66,40
302,194,1003,268,77,60
302,212,738,179,21,41
303,87,561,343,88,41
303,232,189,444,111,42
303,172,979,337,107,43
303,110,244,357,97,43
303,178,446,264,71,40
303,90,473,295,70,42
303,191,637,302,75,42
303,177,703,341,93,43
303,233,675,343,42,60
303,190,1008,274,77,40
303,226,7,382,79,37
303,235,702,367,50,43
303,194,1008,272,80,60
303,212,742,180,22,41
304,232,197,445,108,42
304,87,563,342,89,41
304,172,987,338,108,40
304,110,252,358,97,42
304,90,477,294,71,42
304,90,448,263,71,42
304,191,633,303,77,42
304,226,10,387,97,41
304,250,12,322,62,43
304,185,702,362,59,43
304,185,685,329,70,42
304,204,703,336,89,60
304,194,1014,279,68,60
304,194,1013,262,63,60
304,212,746,179,21,41
304,204,705,347,92,60
305,232,207,447,108,42
305,87,566,342,92,41
305,226,17,386,98,40
305,172,996,337,107,40
305,90,450,266,78,40
305,110,260,360,100,42
305,90,481,294,71,42
305,191,635,304,78,42
305,250,14,322,67,43
305,251,206,462,75,42
305,177,707,341,102,43
305,190,1017,274,80,36
305,194,1016,270,74,60
305,212,750,179,21,41
305,185,672,332,62,40
306,172,1005,338,107,40
306,226,24,386,100,39
306,90,451,266,78,38
306,252,13,323,70,60
306,110,269,359,101,42
306,90,487,295,72,42
306,232,215,448,108,42
306,87,570,342,94,42
306,6,639,322,50,41
306,191,628,298,71,42
306,177,715,335,93,42
306,253,1019,277,44,24
306,177,702,353,75,40
306,87,558,342,96,41
306,212,754,180,20,41
306,237,1017,256,48,60
306,185,653,308,73,41
306,185,639,305,82,41
306,237,1022,263,48,60
306,6,679,336,57,39
307,90,451,266,79,41
307,172,1014,340,108,41
307,226,30,389,102,40
307,254,18,333,91,42
307,90,493,293,75,42
307,87,563,340,91,42
307,87,573,340,90,42
307,225,720,334,94,44
307,185,623,306,86,41
307,190,1026,274,86,36
307,110,277,358,103,42
307,251,223,429,70,42
307,255,281,376,67,41
307,256,225,475,53,42
307,194,1025,274,86,60
307,241,703,351,73,60
307,6,683,336,53,27
307,191,636,317,68,41
307,212,758,181,23,41
308,172,1020,343,106,41
308,254,26,334,94,42
308,226,40,390,103,42
308,110,287,357,104,42
308,178,449,266,79,41
308,87,575,335,80,41
308,90,498,292,79,42
308,185,624,308,89,40
308,225,722,337,103,42
308,177,690,345,79,40
308,232,236,447,109,43
308,251,236,474,57,40
308,190,1031,274,87,33
308,194,1030,269,81,60
308,212,762,180,21,41
308,237,1026,255,52,60
308,257,235,429,72,60
309,178,444,266,80,42
309,110,299,355,103,41
309,254,32,333,90,42
309,90,504,290,81,42
309,225,728,336,101,43
309,172,1027,344,105,42
309,177,688,341,72,40
309,226,55,391,103,42
309,191,632,318,70,42
309,87,563,335,76,42
309,190,1035,271,91,36
309,232,246,435,89,43
309,227,627,308,84,60
309,251,246,475,56,41
309,232,246,457,91,41
309,258,624,298,64,60
310,178,440,266,83,42
310,110,311,355,102,42
310,172,1034,346,104,42
310,254,46,335,93,42
310,90,510,290,82,42
310,177,694,342,75,41
310,225,732,338,101,43
310,251,254,471,67,41
310,226,65,391,105,40
310,190,1041,270,87,33
310,228,559,325,55,42
310,257,252,422,65,60
310,191,626,299,62,42
310,212,772,181,22,41
310,259,567,348,57,60
310,194,1041,275,79,60
310,191,626,312,65,40
310,248,630,322,48,43
311,110,318,353,97,41
311,226,73,390,109,40
311,172,1040,345,107,42
311,260,265,448,114,42
311,254,55,336,95,43
311,178,440,266,85,42
311,90,515,290,82,43
311,225,735,338,101,43
311,177,695,342,72,41
311,228,561,322,47,43
311,190,1046,270,88,36
311,194,1047,273,84,60
311,185,635,312,84,42
311,212,776,182,22,41
311,228,563,354,48,40
311,228,571,354,46,38
312,260,274,445,114,42
312,178,440,265,83,42
312,110,325,353,97,41
312,226,82,389,107,40
312,172,1046,344,110,40
312,90,519,289,84,42
312,190,1051,271,86,36
312,254,59,336,98,42
312,177,696,344,79,41
312,225,741,338,104,42
312,185,619,313,80,42
312,228,564,324,53,43
312,185,630,312,81,42
312,228,580,350,52,40
312,87,576,345,61,40
312,212,780,182,21,41
312,227,605,313,73,60
312,228,585,354,43,38
312,194,1051,271,85,60
312,227,570,332,66,60
313,226,93,388,105,42
313,90,523,288,81,42
313,178,440,266,84,42
313,172,1051,344,112,40
313,110,332,355,97,41
313,261,571,336,80,41
313,232,284,446,111,42
313,254,65,335,99,42
313,225,748,337,106,42
313,177,695,342,79,41
313,185,624,318,84,43
313,190,1056,274,76,33
313,212,784,182,21,41
313,257,278,423,66,60
313,227,615,317,81,60
313,237,1055,261,64,60
313,237,1056,280,65,60
314,90,527,288,79,42
314,172,1057,342,114,40
314,226,104,388,103,42
314,232,292,448,112,43
314,254,72,336,100,42
314,178,439,265,86,42
314,110,343,355,100,41
314,225,752,334,106,42
314,185,620,316,70,41
314,251,291,465,78,41
314,185,574,335,81,41
314,190,1060,273,84,38
314,177,693,341,75,41
314,212,788,182,21,41
314,202,687,329,61,60
314,194,1058,273,83,60
314,257,286,425,67,60
315,226,112,390,104,40
315,232,298,449,113,42
315,185,582,334,82,41
315,90,533,290,78,42
315,110,352,353,103,42
315,254,79,335,100,42
315,172,1060,341,115,42
315,178,436,263,87,41
315,225,756,333,107,42
315,227,622,324,77,60
315,190,1062,273,78,24
315,6,686,328,66,42
315,6,699,341,75,41
315,212,792,182,22,41
316,226,122,391,104,40
316,172,1065,342,116,42
316,6,693,335,89,42
316,90,537,292,76,42
316,110,359,352,105,41
316,225,758,332,105,42
316,254,86,334,98,43
316,178,430,263,90,40
316,87,620,330,74,41
316,232,303,445,102,43
316,262,1065,268,58,21
316,87,581,326,67,41
316,251,304,467,79,41
316,263,306,483,45,41
316,212,796,183,22,41
316,87,591,332,75,42
316,264,572,322,56,42
317,226,136,392,104,41
317,172,1068,342,113,42
317,254,90,334,96,43
317,6,693,332,95,41
317,90,538,291,77,42
317,110,366,350,105,41
317,225,763,331,105,42
317,265,316,476,61,41
317,178,427,262,92,40
317,87,587,329,77,41
317,262,1068,271,59,19
317,87,618,332,65,41
317,257,307,430,70,60
318,172,1070,343,114,42
318,110,371,348,101,41
318,6,692,330,98,42
318,226,146,391,106,42
318,90,538,291,78,42
318,254,92,333,97,43
318,225,764,331,105,41
318,178,423,260,90,40
318,87,582,328,78,41
318,266,1070,275,57,36
318,191,615,337,58,42
318,232,316,441,95,43
318,251,318,475,65,41
318,212,801,182,22,41
318,237,1069,275,56,60
319,226,152,390,108,40
319,6,690,329,101,42
319,172,1070,344,113,42
319,254,95,334,96,43
319,225,767,332,105,41
319,90,534,289,81,41
319,178,419,261,94,42
319,251,325,477,61,44
319,266,1071,280,60,36
319,267,376,362,69,42
319,257,320,426,69,60
319,268,374,327,59,60
319,212,801,181,22,41
319,269,375,348,96,60
319,191,615,341,48,41
319,237,1070,279,59,60
319,87,572,324,77,42
319,270,880,341,12,44
320,6,686,328,102,42
320,225,767,332,106,42
320,232,329,449,116,42
320,172,1070,347,109,42
320,226,157,388,107,41
320,254,95,333,98,42
320,90,530,287,85,40
320,178,412,260,93,41
320,110,378,348,98,41
320,87,568,324,82,42
320,266,1072,282,55,36
320,237,1071,283,58,60
320,212,801,180,21,41
320,191,609,342,50,41
320,270,917,342,12,43
321,6,681,328,101,41
321,172,1071,349,108,42
321,232,331,448,113,42
321,225,764,330,108,42
321,226,163,387,104,42
321,254,92,331,101,42
321,90,525,287,88,41
321,178,404,261,93,40
321,267,373,329,61,41
321,87,561,321,83,42
321,267,382,363,66,40
321,266,1074,284,53,38
322,6,674,327,101,41
322,232,330,449,111,42
322,226,167,389,100,42
322,172,1068,349,108,42
322,225,761,328,109,42
322,254,90,330,101,42
322,90,519,285,88,42
322,87,548,318,83,42
322,178,397,261,90,41
322,267,374,333,66,41
322,266,1082,288,50,36
322,267,382,362,67,41
322,271,985,331,17,42
322,212,796,180,23,41
322,110,379,353,84,42
323,225,755,325,107,42
323,226,172,389,102,41
323,6,663,326,101,41
323,232,328,450,112,42
323,254,83,329,102,42
323,172,1063,348,110,42
323,87,542,318,88,42
323,90,513,277,75,41
323,266,1083,288,51,38
323,110,375,343,100,42
323,178,389,262,91,40
323,212,792,180,22,41
324,172,1056,345,114,42
324,225,749,326,111,41
324,6,650,325,104,42
324,254,77,329,101,42
324,110,372,343,103,42
324,178,375,260,91,41
324,90,504,273,66,41
324,266,1084,292,50,38
324,226,176,389,101,41
324,251,328,474,64,42
324,87,534,317,84,42
324,272,322,435,82,42
324,212,785,179,22,41
324,273,505,301,55,60
325,6,637,322,107,40
325,172,1047,344,111,42
325,225,740,322,106,41
325,226,174,389,103,42
325,232,318,451,114,42
325,254,68,329,100,42
325,110,366,344,99,41
325,178,359,260,90,43
325,274,493,264,49,42
325,266,1084,294,48,38
325,87,518,318,72,42
325,273,491,306,56,60
325,212,777,178,23,41
326,172,1033,344,112,42
326,225,730,320,101,41
326,226,167,388,107,42
326,254,57,329,98,42
326,110,359,342,105,41
326,6,620,320,109,40
326,178,345,258,86,43
326,232,310,450,118,42
326,272,310,467,81,41
326,90,478,268,54,41
326,87,500,321,79,42
326,275,476,319,76,60
326,276,1135,244,47,34
326,277,1099,320,13,41
326,275,491,321,75,60
327,172,1019,345,108,42
327,226,160,387,108,42
327,110,352,341,105,41
327,225,719,321,102,42
327,178,330,256,86,43
327,254,50,329,98,42
327,6,603,319,111,41
327,251,304,475,65,43
327,278,468,268,50,108
327,87,456,320,72,40
327,257,295,424,69,60
327,275,481,321,73,60
327,277,1118,323,12,40
327,212,755,178,22,41
327,275,472,321,72,60
328,172,1002,346,107,40
328,226,155,385,106,42
328,110,341,340,102,40
328,254,36,327,99,42
328,6,587,317,113,41
328,178,316,255,89,41
328,225,707,322,100,42
328,251,294,475,66,43
328,278,454,268,53,106
328,232,287,446,117,42
328,87,446,321,71,40
328,279,293,454,105,60
328,275,456,322,70,60
328,277,1139,322,14,41
328,257,286,426,76,60
328,266,1081,309,41,41
328,212,743,177,25,41
328,275,438,316,60,60
329,226,151,385,104,42
329,232,284,448,121,44
329,110,330,340,101,40
329,172,990,348,106,41
329,254,25,326,102,42
329,225,695,323,100,42
329,178,300,255,95,40
329,6,573,316,113,41
329,8,440,271,58,43
329,87,430,323,69,42
329,277,1159,317,14,41
329,212,730,178,25,41
330,110,319,340,101,40
330,225,683,322,99,42
330,172,977,348,106,41
330,254,15,325,101,40
330,178,282,254,95,41
330,226,145,386,105,42
330,251,274,475,69,42
330,87,411,325,65,42
330,6,556,317,112,41
330,275,426,271,63,60
330,232,275,449,121,42
330,212,717,176,23,41
331,232,262,450,121,42
331,172,964,347,105,42
331,225,674,320,101,42
331,110,310,340,100,40
331,226,139,388,104,42
331,178,263,253,94,40
331,251,262,468,84,42
331,254,10,324,99,41
331,6,538,317,112,41
331,8,411,269,62,42
331,280,385,318,43,40
331,264,537,346,54,41
332,232,248,451,120,42
332,225,664,319,102,42
332,226,145,389,105,42
332,110,301,338,103,42
332,172,950,347,106,41
332,178,244,253,94,40
332,281,523,299,75,38
332,8,397,269,66,42
332,280,369,325,52,40
332,282,397,286,98,60
332,264,516,349,47,41
332,212,690,175,23,41
333,232,235,451,119,42
333,226,142,390,106,42
333,110,290,338,102,42
333,178,224,254,94,42
333,172,934,345,108,42
333,225,655,316,108,42
333,283,382,281,91,42
333,281,505,301,73,38
333,8,381,296,67,43
333,264,500,346,49,41
333,280,351,327,51,40
334,226,133,389,106,42
334,232,222,452,120,42
334,172,920,342,111,41
334,178,205,255,93,42
334,110,278,336,105,42
334,225,643,313,110,42
334,283,367,283,94,43
334,8,366,297,63,43
334,6,489,317,102,41
334,153,489,299,66,60
334,264,475,347,48,40
334,280,335,330,50,38
334,284,481,321,101,60
334,281,476,334,76,40
335,172,908,339,117,40
335,178,188,255,91,42
335,232,209,453,120,42
335,226,125,387,109,42
335,225,632,308,106,42
335,110,266,336,107,42
335,6,465,319,106,42
335,283,353,283,93,43
335,8,352,297,65,43
335,212,649,175,23,41
335,280,316,329,49,40
336,178,173,257,92,40
336,172,897,337,119,40
336,226,118,387,108,42
336,232,200,453,120,42
336,225,621,306,105,42
336,110,251,335,111,40
336,6,449,319,107,42
336,283,340,284,91,42
337,178,159,256,91,40
337,232,193,453,123,42
337,172,885,336,118,40
337,226,116,387,109,42
337,225,613,305,105,42
337,6,437,318,107,42
337,110,238,335,109,40
337,285,330,263,49,42
337,8,327,301,58,44
337,212,625,176,21,41
338,226,116,390,108,42
338,178,147,256,90,40
338,232,187,452,123,42
338,172,875,335,120,40
338,225,606,304,104,42
338,6,426,319,108,42
338,110,228,334,107,41
338,286,318,262,49,106
338,8,315,300,61,43
338,287,934,293,58,38
338,253,991,240,51,34
339,172,867,335,120,41
339,178,136,255,91,40
339,232,182,453,125,42
